1,-185.2
2,-100.8
3,-216
4,-116.1
5,-32.4
6,-210.6
7,-198.4
8,-202.2
9,-142.1
10,-14.9
11,-95.2
12,-212
13,-110
14,-4.5
15,464
16,94.8
17,102.8
18,-217.1
19,208.4
20,190.4
21,105.2
22,397.1
23,286.4
24,-13.1
25,-108.2
26,-207.1
27,-91.4
28,-8.3
29,-204.9
30,301.1
31,202.5
32,74.6
33,-222.9
34,-113.4
35,93.1
36,6.4
37,-191.4
38,-208.6
39,-43.4
40,741.3
41,-195.9
42,213.5
43,-111.2
44,212.6
45,505.2
46,213.4
47,268.8
48,904.6
49,-106.4
50,267.1
51,70.1
52,-110.9
53,205
54,462.1
55,782.5
56,-36.3
57,926.4
58,651
59,-100
60,-17.9
61,-202.6
62,659.3
63,373.6
64,-104.9
65,-206.9
66,-195.2
67,105.7
68,207
69,406
70,87.5
71,303
72,725.6
73,303.5
74,967.2
75,193.4
76,90.4
77,651.8
78,-106.6
79,-104
80,-100.5
81,96.2
82,84.1
83,-0.3
84,377.1
85,-2.5
86,-196.3
87,503.2
88,190.9
89,-206.2
90,-99.6
91,-229.5
92,-10.8
93,82.9
94,-112.5
95,483.9
96,-4.9
97,123.5
98,-207.6
99,644.2
100,471.2
101,-115.3
102,387.6
103,736.1
104,520.3
105,288.1
106,76.3
107,176.5
108,554.7
109,-137.5
110,-1.7
111,-212
112,-105.5
113,-120.7
114,84.1
115,512
116,-94.7
117,546.8
118,-223.4
119,-114.8
120,-15.1
121,-4.5
122,675.5
123,617.2
124,108.3
125,34
126,-113.8
127,-198.9
128,621.5
129,-110.1
130,667.6
131,-103.4
132,-119.6
133,622.2
134,-200.5
135,-215.3
136,-123
137,-3.8
138,-214.9
139,752.9
140,-217.6
141,526.3
142,767.6
143,510.2
144,-3.8
145,-1.3
146,-7.3
147,-211.5
148,-106.6
149,475.4
150,-134.2
151,627
152,471.8
153,-207.1
154,538
155,628
156,333.5
157,74.5
158,336.9
159,-121
160,-197.2
161,-187.1
162,490.1
163,-86.8
164,474.2
165,735.9
166,477.1
167,488.5
168,308.4
169,-151.5
170,3.5
171,-99.2
172,468.2
173,531.8
174,-124.8
175,-205.8
176,-196.1
177,685.2
178,731.2
179,653.5
180,549
181,-84.1
182,9.7
183,547.2
184,-16.7
185,343.2
186,-198.7
187,92.7
188,-93
189,613
190,667.7
191,745.6
192,-113.7
193,188.2
194,-59.6
195,212
196,537.9
197,-99.2
198,523.7
199,647.9
200,733.1
201,14.1
202,-7.1
203,-137.8
204,198.9
205,-17.6
206,666
207,507.4
208,-94.9
209,699.3
210,-106.5
211,520.3
212,556.8
213,405.8
214,98.4
215,549.3
216,-192.8
217,-4.1
218,536.5
219,169.4
220,-202
221,202.1
222,601.1
223,-15.5
224,-18.6
225,-120.3
226,-218.8
227,200.8
228,590.8
229,552.8
230,640.4
231,546
232,-16.2
233,955.3
234,551.8
235,103.9
236,-6.3
237,-241.6
238,857.9
239,-120.7
240,541.6
241,291.2
242,642.4
243,-107.1
244,-210.2
245,540.4
246,118.3
247,15.1
248,90.9
249,-8.1
250,681.7
251,492.8
252,567.2
253,-139.6
254,643.9
255,666.8
256,780.6
257,205.2
258,726.9
259,-106.2
260,647.8
261,91.6
262,108.5
263,723.8
264,-209.9
265,-17
266,617.4
267,-28.2
268,-234.4
269,535.1
270,102.3
271,570
272,-112.3
273,-101.2
274,8.2
275,70.8
276,546.4
277,-106.3
278,618.6
279,-41.5
280,760.6
281,620.9
282,649.2
283,573
284,531.7
285,-133.4
286,644.9
287,553
288,502.7
289,676.1
290,-187
291,538.6
292,-112.2
293,741.8
294,604.8
295,-119.5
296,646.8
297,653.3
298,82.1
299,543.8
300,538.1
301,543.1
302,200.9
303,758.7
304,1413.3
305,605.7
306,627.6
307,-201.4
308,602.9
309,741.1
310,289.9
311,-12.9
312,99.6
313,6.3
314,518.8
315,190.7
316,739.1
317,740.8
318,104.1
319,-202.6
320,653.7
321,603.7
322,-11.7
323,10
324,-204.1
325,-7.3
